trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
14,False,"{'a': 0.5, 'e': 0.7539022543433046}",25,0,-147.9188433418956,"{0: 12, 1: 1, 2: 10, 3: 1, 4: 1}",0
15,False,"{'a': 0.5, 'e': 0.3466353178350258}",20,1,-8.540768289895531,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 0}",1
16,False,"{'a': 0.5, 'e': 0.14550003380861354}",25,10,-28.989727196827207,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
17,False,"{'a': 0.5, 'e': 0.6020119026848236}",20,1,-30.810541875647584,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
18,False,"{'a': 0.5, 'e': 0.9111302618846769}",25,0,-170.01669232805517,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
19,False,"{'a': 0.5, 'e': 0.9971721561963784}",30,0,-158.63663921768278,"{0: 16, 1: 5, 2: 7, 3: 0, 4: 2}",0
20,False,"{'a': 0.5, 'e': 0.8390715290764524}",25,0,-27.73365879328999,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
21,False,"{'a': 0.5, 'e': 0.47553692799599256}",20,0,-81.64169516644317,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.004425697988050785}",20,8,-21.405846335458122,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
23,False,"{'a': 0.5, 'e': 0.4833047587530059}",30,0,-62.24707879053408,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.8438539587324921}",30,0,-207.00915881375627,"{0: 16, 1: 3, 2: 6, 3: 2, 4: 3}",1
25,False,"{'a': 0.5, 'e': 0.9977982791785807}",25,0,-58.2150652781641,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
26,False,"{'a': 0.5, 'e': 0.9074467814501962}",20,0,-129.143152603193,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
27,False,"{'a': 0.5, 'e': 0.594920663309892}",30,0,-159.02327288872578,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
28,False,"{'a': 0.5, 'e': 0.1367372182078336}",20,13,16.186004153268268,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.5, 'e': 0.354924266788705}",25,8,21.669591084434824,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 0.5, 'e': 0.7596879128588213}",25,0,-66.4757807854867,"{0: 16, 1: 4, 2: 3, 3: 2, 4: 0}",0
31,False,"{'a': 0.5, 'e': 0.9784534628188842}",20,0,-29.38638996909863,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
32,False,"{'a': 0.5, 'e': 0.9576594803233847}",30,0,-184.7929185954404,"{0: 17, 1: 6, 2: 4, 3: 0, 4: 3}",0
33,False,"{'a': 0.5, 'e': 0.7023970575027135}",30,0,-113.21460571987,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",0
34,False,"{'a': 0.5, 'e': 0.27516333805159693}",25,14,8.56518561674145,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
35,False,"{'a': 0.5, 'e': 0.2194399632114593}",25,0,-54.11502547225502,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.6603167082440802}",20,0,-193.7816157214193,"{0: 9, 1: 4, 2: 1, 3: 3, 4: 3}",0
37,False,"{'a': 0.5, 'e': 0.939524893748256}",20,0,-94.96313664540754,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.9887046181866692}",30,0,-84.68822215744372,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
39,False,"{'a': 0.5, 'e': 0.7958149698139441}",25,0,-143.79633623762345,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
40,False,"{'a': 0.5, 'e': 0.408082061813392}",20,2,-24.001462754525686,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
41,False,"{'a': 0.5, 'e': 0.07956356727854007}",20,9,20.125845123179236,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,False,"{'a': 0.5, 'e': 0.5477292602242684}",20,0,-107.6588460104448,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
43,False,"{'a': 0.5, 'e': 0.8817917275413242}",25,0,-67.70348592924395,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
44,False,"{'a': 0.5, 'e': 0.9999608263946371}",25,0,-81.75427862094055,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
45,False,"{'a': 0.5, 'e': 0.8733046400935156}",30,0,-55.42526963311736,"{0: 18, 1: 8, 2: 4, 3: 0, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.5328330203333975}",30,0,-34.776255548078694,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",0
47,False,"{'a': 0.5, 'e': 0.061905293994420546}",20,14,10.43616328836723,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.5, 'e': 0.424179007336997}",25,9,26.482460194804823,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.5, 'e': 0.8064094939122546}",20,0,-39.97368450415382,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
50,False,"{'a': 0.5, 'e': 0.9912028118634736}",20,0,-68.31897140927533,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.933315112063922}",35,0,-148.35058960596993,"{0: 20, 1: 4, 2: 9, 3: 1, 4: 1}",0
52,False,"{'a': 0.5, 'e': 0.6469193223286404}",20,0,-52.876700646000195,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
53,False,"{'a': 0.5, 'e': 0.20213512038718198}",25,1,37.931320295392844,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,False,"{'a': 0.5, 'e': 0.2921388087338362}",20,9,12.959727566513278,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.5, 'e': 0.7148869687796651}",30,1,6.758677225073142,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.9626058663135666}",25,0,-121.784501113762,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
57,False,"{'a': 0.5, 'e': 0.9746452757206577}",25,0,-148.4927807018867,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
58,False,"{'a': 0.5, 'e': 0.7480575296890004}",25,0,-16.597478115870004,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
59,False,"{'a': 0.5, 'e': 0.3383192109710552}",30,5,-16.407610192198238,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.15425144988758405}",30,20,6.272786337183561,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
61,False,"{'a': 0.5, 'e': 0.6090559761063562}",20,6,-18.93444250184415,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
62,False,"{'a': 0.5, 'e': 0.9147423578045313}",20,0,-41.52152576853865,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
63,False,"{'a': 0.5, 'e': 0.9964679075571249}",20,0,-124.66717624764915,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
64,False,"{'a': 0.5, 'e': 0.8342233605065102}",30,20,-7.23519051771326,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
65,False,"{'a': 0.5, 'e': 0.4677318402470736}",20,0,-22.50607370348878,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
66,False,"{'a': 0.5, 'e': 0.013276747223059479}",20,6,14.537217589810133,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
67,False,"{'a': 0.5, 'e': 0.49103472393024045}",20,14,10.296232479563441,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.5, 'e': 0.8485702747846052}",20,0,-201.53577012443458,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 4}",0
69,False,"{'a': 0.5, 'e': 0.9983462274487422}",30,0,-152.93442248177746,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
70,False,"{'a': 0.5, 'e': 0.9036922050915067}",25,11,-51.25757012928696,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
71,False,"{'a': 0.5, 'e': 0.587782813560387}",30,0,-74.45286529571352,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.12796368962740468}",20,7,2.3861712160518893,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
73,False,"{'a': 0.5, 'e': 0.36318540841606234}",20,5,-0.46813011012641836,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.7654140519453433}",25,0,-166.14051379524722,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
75,False,"{'a': 0.5, 'e': 0.9802426408101081}",20,0,-112.07879709514212,"{0: 6, 1: 10, 2: 3, 3: 0, 4: 1}",0
76,False,"{'a': 0.5, 'e': 0.9550736440472949}",25,0,-133.39648364085863,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
77,False,"{'a': 0.5, 'e': 0.6960693098638897}",20,0,-32.13360707055784,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
78,False,"{'a': 0.5, 'e': 0.26664293235993725}",20,12,3.387449894858001,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
79,False,"{'a': 0.5, 'e': 0.22806693448309956}",30,16,24.94202913543641,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.5, 'e': 0.6669380616522619}",25,0,-188.26062659212903,"{0: 16, 1: 3, 2: 1, 3: 1, 4: 4}",0
81,False,"{'a': 0.5, 'e': 0.9425194910508831}",25,0,-111.805586826725,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
82,False,"{'a': 0.5, 'e': 0.9873392775238264}",20,0,-91.60930692763677,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
83,False,"{'a': 0.5, 'e': 0.7904239741978156}",25,0,-69.68451688592104,"{0: 16, 1: 4, 2: 3, 3: 2, 4: 0}",0
84,False,"{'a': 0.5, 'e': 0.39998531498835127}",25,10,3.5705430059260657,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
85,False,"{'a': 0.5, 'e': 0.08838369930580554}",20,8,21.577115400109086,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.5551133015206257}",25,14,-14.620134059309953,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.8859318072699817}",25,0,-153.25264596223832,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 3}",0
88,False,"{'a': 0.5, 'e': 0.9998433086476912}",25,0,-95.92347694873959,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
89,False,"{'a': 0.5, 'e': 0.8689582973139933}",30,0,-137.29580755864868,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
90,False,"{'a': 0.5, 'e': 0.5253219888177297}",20,0,-36.822977157104056,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
91,False,"{'a': 0.5, 'e': 0.05306853621402457}",25,9,2.1898191386489136,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
92,False,"{'a': 0.5, 'e': 0.4321779448847783}",25,0,-76.80801309725184,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
93,False,"{'a': 0.5, 'e': 0.8116121923430246}",25,0,-197.4435994801959,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 4}",0
94,False,"{'a': 0.5, 'e': 0.9923354691509287}",30,10,-129.07698269242712,"{0: 9, 1: 3, 2: 5, 3: 2, 4: 1}",1
95,False,"{'a': 0.5, 'e': 0.9301004142012892}",25,9,-65.64182839077795,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 1}",1
96,False,"{'a': 0.5, 'e': 0.6401443394691997}",20,10,-18.80479656305198,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.1934586046207122}",25,0,26.60042824955751,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
98,False,"{'a': 0.5, 'e': 0.3005925437436371}",20,10,19.37690337427523,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.7210481538680822}",20,0,-31.741664556237357,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
100,False,"{'a': 0.5, 'e': 0.9649660284921133}",25,0,-73.1287816144321,"{0: 16, 1: 0, 2: 9, 3: 0, 4: 0}",0
101,False,"{'a': 0.5, 'e': 0.9726265649744922}",30,0,-244.03931644871557,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 5}",0
102,False,"{'a': 0.5, 'e': 0.7421541968137826}",25,0,-70.5481546677741,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
103,False,"{'a': 0.5, 'e': 0.32997659774057014}",30,0,-45.5289088365964,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",1
104,False,"{'a': 0.5, 'e': 0.16299078079570548}",25,1,26.07245101972616,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.616052331690985}",20,1,-58.1975699028409,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 1}",1
106,False,"{'a': 0.5, 'e': 0.9182827862121189}",30,0,-141.50135759307017,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
107,False,"{'a': 0.5, 'e': 0.9956855884367365}",25,3,-75.70669996775105,"{0: 17, 1: 0, 2: 2, 3: 2, 4: 1}",1
108,False,"{'a': 0.5, 'e': 0.8293098328631502}",20,1,-31.43817524434315,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.4598901070131037}",20,0,-73.35970357842606,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
110,False,"{'a': 0.5, 'e': 0.022126756261955736}",25,14,-0.9989132640891711,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.49872621790648564}",30,0,-33.7694624193271,"{0: 26, 1: 2, 2: 0, 3: 1, 4: 1}",1
112,False,"{'a': 0.5, 'e': 0.853220107722584}",20,6,-68.60026533159129,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
113,False,"{'a': 0.5, 'e': 0.9988159580766447}",20,0,-112.88526090369518,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
114,False,"{'a': 0.5, 'e': 0.8998668269691938}",20,0,-67.5795016336715,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
115,False,"{'a': 0.5, 'e': 0.580598912666927}",20,0,-36.746554389981156,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
116,False,"{'a': 0.5, 'e': 0.11918013544881928}",20,0,15.424069050741174,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
117,False,"{'a': 0.5, 'e': 0.37141809547969407}",30,20,18.765099611351875,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.7710802229758452}",25,0,-128.01521960194125,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
119,False,"{'a': 0.5, 'e': 0.9819550195245901}",20,2,-43.134689956888295,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.9524129804151563}",25,0,-95.09133460459381,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
121,False,"{'a': 0.5, 'e': 0.6896870271361664}",30,15,-24.49031126639627,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.25810163593826746}",20,0,-22.25720689035015,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
123,False,"{'a': 0.5, 'e': 0.23667603734656428}",25,0,-5.714311398419914,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
124,False,"{'a': 0.5, 'e': 0.6735071623235862}",25,0,-112.770420325656,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",0
125,False,"{'a': 0.5, 'e': 0.9454402445803316}",25,0,-90.49521171591601,"{0: 14, 1: 1, 2: 10, 3: 0, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.9858965815825497}",30,0,-182.1843886050096,"{0: 16, 1: 6, 2: 3, 3: 3, 4: 2}",0
127,False,"{'a': 0.5, 'e': 0.784971051068018}",20,0,-114.4201572771931,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
128,False,"{'a': 0.5, 'e': 0.39185723042955}",20,3,-110.78019500298397,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 2}",1
129,False,"{'a': 0.5, 'e': 0.0971969067167568}",20,14,8.42046969239132,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.562453851238172}",30,6,-20.504756663185695,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.8900024767126464}",20,0,-90.76387270852148,"{0: 10, 1: 4, 2: 4, 3: 2, 4: 0}",0
132,False,"{'a': 0.5, 'e': 0.99964745596635}",20,0,-161.55395182749618,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 3}",0
133,False,"{'a': 0.5, 'e': 0.8645438740756395}",30,0,-144.19747616119943,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
134,False,"{'a': 0.5, 'e': 0.5177697997895051}",25,13,-3.695121098257518,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.04422762066183892}",20,15,7.473105370380875,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.4401430224960407}",30,6,-79.48529399547903,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 2}",1
137,False,"{'a': 0.5, 'e': 0.8167513032223336}",25,0,-92.22856051993301,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
138,False,"{'a': 0.5, 'e': 0.9933903797222716}",20,0,-58.187920866243026,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.926812845565509}",25,0,-76.23515773981396,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
140,False,"{'a': 0.5, 'e': 0.6333192030862999}",30,0,-130.8896343184066,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 3}",0
141,False,"{'a': 0.5, 'e': 0.18476693191217952}",20,0,31.682554792441586,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
142,False,"{'a': 0.5, 'e': 0.3090227281660707}",25,0,-28.105906366252487,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.7271528468448446}",30,21,2.4379112636630644,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.9672505882738824}",20,0,-92.01112628567633,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
145,False,"{'a': 0.5, 'e': 0.9705316516498831}",25,0,-67.05682215587343,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
146,False,"{'a': 0.5, 'e': 0.7361927182273159}",35,0,-99.67912438552949,"{0: 24, 1: 3, 2: 6, 3: 1, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.32160813176404734}",25,13,-32.13525309965027,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
148,False,"{'a': 0.5, 'e': 0.17171734183077755}",25,19,13.409112610403596,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.6230004212937645}",25,12,-0.3661043590372568,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.9217512697247493}",30,0,-153.40979189850378,"{0: 20, 1: 1, 2: 5, 3: 2, 4: 2}",0
151,False,"{'a': 0.5, 'e': 0.9948252601277343}",20,0,-78.76561758501447,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.8243313311075577}",20,0,-156.6872460704102,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
153,False,"{'a': 0.5, 'e': 0.45201234267200896}",30,17,-7.823286858057264,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.03097503173121646}",30,22,13.18565739608168,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.506378638074642}",25,0,-52.34829810528721,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
156,False,"{'a': 0.5, 'e': 0.8578030932449878}",25,9,-110.49540769984374,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 2}",1
157,False,"{'a': 0.5, 'e': 0.9992074342602034}",30,0,-194.95916127750698,"{0: 15, 1: 5, 2: 7, 3: 0, 4: 3}",0
158,False,"{'a': 0.5, 'e': 0.8959709467909631}",20,0,-134.0349916770137,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
159,False,"{'a': 0.5, 'e': 0.5733695234681091}",30,0,-60.94307156637464,"{0: 22, 1: 2, 2: 4, 3: 2, 4: 0}",0
160,False,"{'a': 0.5, 'e': 0.11038724383904756}",20,1,5.022026229270691,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.37962168297153187}",20,0,-25.837558859560392,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
162,False,"{'a': 0.5, 'e': 0.7766859820216312}",20,6,-56.20780024541245,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
163,False,"{'a': 0.5, 'e': 0.9835904648022342}",25,0,-113.18928622142698,"{0: 17, 1: 4, 2: 1, 3: 1, 4: 2}",0
164,False,"{'a': 0.5, 'e': 0.9496776978825432}",25,0,-182.1062119249613,"{0: 14, 1: 3, 2: 3, 3: 2, 4: 3}",0
165,False,"{'a': 0.5, 'e': 0.6832507093535931}",30,0,-123.03848024884407,"{0: 21, 1: 0, 2: 7, 3: 0, 4: 2}",0
166,False,"{'a': 0.5, 'e': 0.24954011797333814}",25,12,-13.502316113200004,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.24526659730265726}",35,27,13.288515473076528,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.6800234955873388}",25,9,-81.2090903405296,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 2}",1
169,False,"{'a': 0.5, 'e': 0.9482869255037094}",35,11,-128.34038197713312,"{0: 14, 1: 4, 2: 3, 3: 1, 4: 2}",1
170,False,"{'a': 0.5, 'e': 0.9843766433940419}",25,0,-107.11227523163022,"{0: 12, 1: 8, 2: 4, 3: 0, 4: 1}",0
171,False,"{'a': 0.5, 'e': 0.7794566276458688}",20,8,-128.34105259117632,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 3}",1
172,False,"{'a': 0.5, 'e': 0.38369844494974187}",25,16,16.803444823158493,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.10600249902117563}",25,3,13.526636549261179,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.569750334265312}",20,0,-109.3444004989184,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
175,False,"{'a': 0.5, 'e': 0.8940034169437217}",25,0,-235.2726131765404,"{0: 10, 1: 4, 2: 7, 3: 0, 4: 4}",0
176,False,"{'a': 0.5, 'e': 0.9993732836951247}",30,0,-273.16230725639866,"{0: 15, 1: 4, 2: 3, 3: 4, 4: 4}",0
177,False,"{'a': 0.5, 'e': 0.8600617162362019}",20,7,-8.814001566247379,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.5101770449416689}",25,7,-9.821704853646619,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.03538323999893738}",25,5,29.285005498560118,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.4480736161291701}",20,0,-38.227367370265405,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
181,False,"{'a': 0.5, 'e': 0.8218264239151786}",20,0,-18.034381786717695,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
182,False,"{'a': 0.5, 'e': 0.9943674609282015}",20,0,-94.34336575374621,"{0: 9, 1: 3, 2: 7, 3: 1, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.9234526637284138}",25,0,-202.65592016230576,"{0: 15, 1: 1, 2: 3, 3: 3, 4: 3}",0
184,False,"{'a': 0.5, 'e': 0.626444447910339}",20,10,-5.5439645360652845,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.17606078322989716}",25,11,2.679448322889481,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.31742870151970165}",25,7,13.69273089131456,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.7332005694242856}",30,16,-103.02632587499046,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 2}",1
188,False,"{'a': 0.5, 'e': 0.9694593666699876}",20,0,-64.1080389530567,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
189,False,"{'a': 0.5, 'e': 0.9683606998774463}",25,0,-149.2284520787648,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
190,False,"{'a': 0.5, 'e': 0.7301735609948197}",30,12,-68.59608668043947,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
191,False,"{'a': 0.5, 'e': 0.31321446868745406}",25,15,-9.198556209996376,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.18043044929108396}",20,16,7.566434980942926,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.629899700551255}",30,0,-152.34011331211175,"{0: 19, 1: 5, 2: 1, 3: 3, 4: 2}",0
194,False,"{'a': 0.5, 'e': 0.9251475365964139}",30,0,-101.68455792743063,"{0: 21, 1: 5, 2: 2, 3: 0, 4: 2}",0
195,False,"{'a': 0.5, 'e': 0.9938869900344416}",25,0,-146.49003609328838,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
196,False,"{'a': 0.5, 'e': 0.8192882452914593}",25,0,-46.89155877010164,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.44409916442465225}",35,12,-17.067496774513312,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 1}",1
