trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.8, 'e': 0.8}",20,0,-80.96619946117208,"{0: 9, 1: 4, 2: 7, 3: 0, 4: 0}",0
2,False,"{'a': 0.8, 'e': 0.6400000000000001}",30,0,-173.45172701726764,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
3,False,"{'a': 0.8, 'e': 0.5120000000000001}",25,19,11.093350139852175,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,False,"{'a': 0.8, 'e': 0.4096000000000001}",25,0,-156.04746984235217,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
5,False,"{'a': 0.8, 'e': 0.3276800000000001}",20,10,-48.86197846566734,"{0: 7, 1: 0, 2: 0, 3: 3, 4: 0}",1
6,False,"{'a': 0.8, 'e': 0.2621440000000001}",20,0,-62.975727454798324,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
7,False,"{'a': 0.8, 'e': 0.20971520000000007}",20,0,7.383632884977445,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
8,False,"{'a': 0.8, 'e': 0.1677721600000001}",30,0,-59.542516312397055,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
9,False,"{'a': 0.8, 'e': 0.13421772800000006}",25,0,-25.257615133769143,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
10,False,"{'a': 0.8, 'e': 0.10737418240000006}",25,0,3.2828569550187745,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
11,False,"{'a': 0.8, 'e': 0.08589934592000005}",20,0,-38.53372162837087,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
12,False,"{'a': 0.8, 'e': 0.06871947673600004}",25,0,-12.506130688486405,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
13,False,"{'a': 0.8, 'e': 0.05497558138880004}",30,19,-30.9958729665564,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
14,False,"{'a': 0.8, 'e': 0.043980465111040035}",30,11,-47.47762430229614,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 1}",1
15,False,"{'a': 0.8, 'e': 0.03518437208883203}",20,8,20.428593319209273,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,False,"{'a': 0.8, 'e': 0.028147497671065624}",20,16,7.2310394092931345,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,False,"{'a': 0.8, 'e': 0.022517998136852502}",25,0,24.64850365384032,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
18,False,"{'a': 0.8, 'e': 0.018014398509482003}",20,1,15.564935273665117,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
19,False,"{'a': 0.8, 'e': 0.014411518807585602}",30,6,38.43417088811876,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,False,"{'a': 0.8, 'e': 0.011529215046068483}",25,0,28.730161388752443,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
21,False,"{'a': 0.8, 'e': 0.009223372036854787}",30,18,-0.10818730982287406,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
22,False,"{'a': 0.8, 'e': 0.00737869762948383}",25,0,24.86008483349808,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
23,False,"{'a': 0.8, 'e': 0.005902958103587064}",30,0,-12.530955976802781,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
24,False,"{'a': 0.8, 'e': 0.004722366482869652}",20,16,8.164238973526748,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,False,"{'a': 0.8, 'e': 0.0037778931862957215}",20,13,-8.327687280779433,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
26,False,"{'a': 0.8, 'e': 0.0030223145490365774}",25,0,35.58108900943687,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
27,False,"{'a': 0.8, 'e': 0.002417851639229262}",20,0,19.890333311620203,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
28,False,"{'a': 0.8, 'e': 0.0019342813113834097}",25,4,32.794462248288305,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.8, 'e': 0.0015474250491067279}",20,8,16.6518657452773,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 0.8, 'e': 0.0012379400392853823}",20,11,15.054430182852082,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,False,"{'a': 0.8, 'e': 0.0009903520314283058}",20,0,31.221153009105947,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
32,False,"{'a': 0.8, 'e': 0.0007922816251426447}",25,14,16.59175531093112,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,False,"{'a': 0.8, 'e': 0.0006338253001141158}",20,5,14.91763659329028,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
34,False,"{'a': 0.8, 'e': 0.0005070602400912927}",20,0,-45.699816160704536,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
35,False,"{'a': 0.8, 'e': 0.0004056481920730342}",20,7,12.609037499359948,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
36,False,"{'a': 0.8, 'e': 0.00032451855365842736}",20,15,-31.860906036866925,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
37,False,"{'a': 0.8, 'e': 0.0002596148429267419}",20,0,30.423194698849752,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
38,False,"{'a': 0.8, 'e': 0.00020769187434139353}",20,12,12.922100863362015,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.8, 'e': 0.00016615349947311485}",20,0,6.376299189328586,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
40,False,"{'a': 0.8, 'e': 0.00013292279957849188}",20,5,23.286814255588524,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,False,"{'a': 0.8, 'e': 0.00010633823966279351}",20,0,28.66219644317192,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
42,False,"{'a': 0.8, 'e': 8.507059173023481e-05}",25,0,31.946171081532928,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",30,20,14.443475085795924,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,2,28.39313776182445,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",35,3,3.4793917986121263,"{0: 31, 1: 0, 2: 0, 3: 0, 4: 1}",1
4,True,"{'a': 0, 'e': 0}",20,12,7.042233615005211,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,5,24.532093877838605,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,0,27.40647537141633,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",20,5,15.962334444844082,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,0,16.24797019487874,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",20,0,13.48344463329646,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
10,True,"{'a': 0, 'e': 0}",20,13,11.480350465392023,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
